id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,internacional
3723,Quebec,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3724,Ottawa,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3726,Santo Domingo,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3727,Cartagena de Indias,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3728,Cusco,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3730,Ushuaia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3731,Atacama,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3732,Isla de Pascua,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3733,Serengeti,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3734,Zanzíbar,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3736,Canal de Suez,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3737,Tel Aviv,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3739,Doha,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3740,Riad,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3741,La Meca,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3742,Medina,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3743,Teherán,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3744,Bagdad,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3745,Damasco,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3746,Beirut,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3747,Tíbet,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3748,Hanoi,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3749,Manila,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3750,Yakarta,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3751,Kuala Lumpur,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3752,Shenzhen,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3754,Busan,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3755,Nara,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3757,Fukushima,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3758,Wellington,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3759,Brisbane,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3760,Perth,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3761,Tasmania,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3762,Christchurch,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3763,Queenstown,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3766,Escocia,Lugares,Lugar,Muy alta,Fácil,Actual,Internacional,true
3767,Gales,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3770,Bosnia,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3771,Varsovia,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3772,Cracovia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3773,Bucarest,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3774,Zagreb,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3775,Liubliana,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3776,Belgrado,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3777,Sofía,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3778,Tallin,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3779,Riga,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3780,Vilna,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3783,Sancho III,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3785,Jaime I el Conquistador,Historia,Personaje histórico,Media,Difícil,Siglo XX,Nacional,false
3787,Pedro el Cruel,Historia,Personaje histórico,Media,Difícil,Siglo XX,Nacional,false
3790,Juan II de Castilla,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3791,Juana la Beltraneja,Historia,Personaje histórico,Media,Difícil,Siglo XX,Nacional,false
3792,Boabdil,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3793,Viriato,Historia,Personaje histórico,Media,Difícil,Siglo XX,Nacional,false
3794,Séneca,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3795,Adriano,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3796,Cómodo,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3797,Rómulo,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3798,Remo,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3799,Cicerón,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3800,Agripina,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3801,Messalina,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3803,Tutmosis III,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3804,Ciro el Grande,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3805,Darío I,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3806,Jerjes I,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3807,Filipo II de Macedonia,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3808,Pericles,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3809,Leónidas,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3810,Temístocles,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3811,Nabucodonosor II,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3812,Sargón de Acad,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3814,Justiniano,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3815,Teodora,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3816,Basilio II,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3817,Mahoma,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3818,Abderramán III,Historia,Personaje histórico,Media,Difícil,Siglo XX,Nacional,false
3819,Averroes,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3820,Maimónides,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3821,Gutenberg,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3822,Erasmo de Rotterdam,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3823,Tomás Moro,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3824,Martín Lutero,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3825,Calvino,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3826,Tycho Brahe,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3828,Isaac Newton,Historia,Personaje histórico,Muy alta,Fácil,Siglo XX,Internacional,true
3830,Spinoza,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3831,Voltaire,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3832,Rousseau,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3833,Montesquieu,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3834,Robespierre,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3835,Danton,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3836,Marat,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3837,Bismarck,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3838,Garibaldi,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3839,Mazzini,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3840,Ulysses S. Grant,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3841,Theodore Roosevelt,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3842,Franklin D. Roosevelt,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3843,Woodrow Wilson,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3844,Harry Truman,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3845,Dwight Eisenhower,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3846,Lyndon B. Johnson,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3847,Richard Nixon,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3848,Gerald Ford,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3849,Jimmy Carter,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3850,Bill Clinton,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3851,George W. Bush,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3852,Joe Biden,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3853,Pedro Sánchez,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3854,Mariano Rajoy,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3855,José María Aznar,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3856,Leopoldo Calvo-Sotelo,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3857,Manuel Azaña,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3858,Clara Campoamor,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3859,Dolores Ibárruri,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3860,Federica Montseny,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3861,Santiago Carrillo,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3862,Juan Negrín,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3863,Buenaventura Durruti,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3865,Miguel Primo de Rivera,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
3866,Victoria Kent,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3867,Blas Infante,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3868,Sabino Arana,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Nacional,false
3869,Andrés de Urdaneta,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3870,Elcano,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3873,Moctezuma,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3874,Atahualpa,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3875,Túpac Amaru,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
3876,George Stephenson,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3877,James Watt,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
3878,Henry Ford,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
3882,Donatello,Arte,Escultor,Alta,Media,Actual,Internacional,true
3884,Antonio López,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3885,Maruja Mallo,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3886,Remedios Varo,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3887,José Clemente Orozco,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3888,David Hockney,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3889,Francis Bacon,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3890,Lucian Freud,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3891,Georgia O'Keeffe,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3892,Yayoi Kusama,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3893,Keith Haring,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3894,Marina Abramović,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3895,Yoko Ono,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3896,Olafur Eliasson,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3898,Cindy Sherman,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3899,Annie Leibovitz,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3900,Steve McCurry,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3901,Robert Capa,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3902,Henri Cartier-Bresson,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3903,Man Ray,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3904,Diane Arbus,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3905,Richard Avedon,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3906,Helmut Newton,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3907,Vivian Maier,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3908,Dorothea Lange,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3909,Paul Gauguin,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3910,Pierre-Auguste Renoir,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3911,Edgar Degas,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3912,Camille Pissarro,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3913,Henri de Toulouse-Lautrec,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3914,Wassily Kandinsky,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3915,Piet Mondrian,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3916,Marc Chagall,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3917,Kazimir Malévich,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3918,Mark Rothko,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3919,Norman Rockwell,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3920,René Magritte,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3921,Max Ernst,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3922,Marcel Duchamp,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3923,Amedeo Modigliani,Arte,Pintor,Media,Difícil,Actual,Internacional,true
3924,Giorgio de Chirico,Arte,Pintor,Baja,Muy difícil,Actual,Internacional,true
3925,Frank Lloyd Wright,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3926,Mies van der Rohe,Arte,Arquitecto,Baja,Muy difícil,Actual,Internacional,true
3927,Zaha Hadid,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3928,Norman Foster,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3929,Santiago Calatrava,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3930,Oscar Niemeyer,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3931,Frank Gehry,Arte,Arquitecto,Media,Difícil,Actual,Internacional,true
3932,Renzo Piano,Arte,Arquitecto,Baja,Muy difícil,Actual,Internacional,true
3933,Richard Rogers,Arte,Arquitecto,Baja,Muy difícil,Actual,Internacional,true
3936,The Newsroom,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3937,The Americans,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3938,Six Feet Under,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3939,Deadwood,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3940,Sons of Anarchy,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3941,Ray Donovan,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3942,The Shield,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3944,Person of Interest,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3945,Orphan Black,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3946,Killing Eve,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3947,Sharp Objects,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3948,Mare of Easttown,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3949,The Undoing,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3950,The Flight Attendant,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3951,Only Murders in the Building,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3952,The Marvelous Mrs. Maisel,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3953,Russian Doll,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3954,"Love, Death & Robots",Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3955,Maniac,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3956,Sense8,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3957,Altered Carbon,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3958,Foundation,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3959,Silo,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3960,Severance,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3961,For All Mankind,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3962,The Expanse,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3963,Battlestar Galactica,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3964,Firefly,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3965,Luther,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3966,Broadchurch,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3967,Line of Duty,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3968,Bodyguard,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3969,Happy Valley,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3970,Call the Midwife,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3971,The Great,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3972,Band of Brothers,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3973,The Pacific,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3974,Generation Kill,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3976,When They See Us,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3977,Unbelievable,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3978,Maid,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3982,American Horror Story,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3983,Yellowjackets,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3984,Fear the Walking Dead,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3985,Gen V,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3986,Invincible,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3987,Moon Knight,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3989,Ms. Marvel,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3990,The Book of Boba Fett,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3991,Star Trek: Picard,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3994,Archer,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3995,Disenchantment,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3996,Bob's Burgers,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
3997,Superstore,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
3998,The IT Crowd,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
4000,Arrested Development,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
4002,Veep,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
4003,Entourage,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
4004,Girls,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
4005,Skins,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
4006,Misfits,Cine y TV,Serie,Media,Difícil,Actual,Internacional,true
4007,Shameless,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
4009,True Blood,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
4010,Teen Wolf,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
