id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,infantil,internacional
3891,Georgia O'Keeffe,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3892,Yayoi Kusama,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3893,Keith Haring,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3894,Marina Abramović,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3895,Yoko Ono,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3896,Olafur Eliasson,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3898,Cindy Sherman,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3899,Annie Leibovitz,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3900,Steve McCurry,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3901,Robert Capa,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3902,Henri Cartier-Bresson,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3903,Man Ray,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3904,Diane Arbus,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3905,Richard Avedon,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3906,Helmut Newton,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3907,Vivian Maier,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3908,Dorothea Lange,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3909,Paul Gauguin,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3910,Pierre-Auguste Renoir,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3911,Edgar Degas,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3912,Camille Pissarro,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3913,Henri de Toulouse-Lautrec,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3914,Wassily Kandinsky,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3915,Piet Mondrian,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3916,Marc Chagall,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3917,Kazimir Malévich,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3918,Mark Rothko,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3919,Norman Rockwell,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3920,René Magritte,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3921,Max Ernst,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3922,Marcel Duchamp,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3923,Amedeo Modigliani,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3924,Giorgio de Chirico,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3925,Frank Lloyd Wright,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3926,Mies van der Rohe,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3927,Zaha Hadid,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3928,Norman Foster,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3929,Santiago Calatrava,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3930,Oscar Niemeyer,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3931,Frank Gehry,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3932,Renzo Piano,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3933,Richard Rogers,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3936,The Newsroom,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3937,The Americans,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3938,Six Feet Under,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3939,Deadwood,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3940,Sons of Anarchy,Series,Serie,Alta,Media,Actual,Internacional,false,true
3941,Ray Donovan,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3942,The Shield,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3944,Person of Interest,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3945,Orphan Black,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3946,Killing Eve,Series,Serie,Alta,Media,Actual,Internacional,false,true
3947,Sharp Objects,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3948,Mare of Easttown,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3949,The Undoing,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3950,The Flight Attendant,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3951,Only Murders in the Building,Series,Serie,Alta,Media,Actual,Internacional,false,true
3952,The Marvelous Mrs. Maisel,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3953,Russian Doll,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3954,"Love, Death & Robots",Series,Serie,Media,Difícil,Actual,Internacional,false,true
3955,Maniac,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3956,Sense8,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3957,Altered Carbon,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3958,Foundation,Series,Serie,Alta,Media,Actual,Internacional,false,true
3959,Silo,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3960,Severance,Series,Serie,Alta,Media,Actual,Internacional,false,true
3961,For All Mankind,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3962,The Expanse,Series,Serie,Alta,Media,Actual,Internacional,false,true
3963,Battlestar Galactica,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3964,Firefly,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3965,Luther,Series,Serie,Alta,Media,Actual,Internacional,false,true
3966,Broadchurch,Series,Serie,Alta,Media,Actual,Internacional,false,true
3967,Line of Duty,Series,Serie,Alta,Media,Actual,Internacional,false,true
3968,Bodyguard,Series,Serie,Alta,Media,Actual,Internacional,false,true
3969,Happy Valley,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3970,Call the Midwife,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3971,The Great,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3972,Band of Brothers,Series,Serie,Alta,Media,Actual,Internacional,false,true
3973,The Pacific,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3974,Generation Kill,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3976,When They See Us,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3977,Unbelievable,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3978,Maid,Series,Serie,Alta,Media,Actual,Internacional,false,true
3982,American Horror Story,Series,Serie,Alta,Media,Actual,Internacional,false,true
3983,Yellowjackets,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3984,Fear the Walking Dead,Series,Serie,Alta,Media,Actual,Internacional,false,true
3985,Gen V,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3986,Invincible,Series,Serie,Alta,Media,Actual,Internacional,false,true
3987,Moon Knight,Series,Serie,Alta,Media,Actual,Internacional,false,true
3989,Ms. Marvel,Series,Serie,Alta,Media,Actual,Internacional,false,true
3990,The Book of Boba Fett,Series,Serie,Alta,Media,Actual,Internacional,false,true
3991,Star Trek: Picard,Series,Serie,Alta,Media,Actual,Internacional,false,true
3994,Archer,Series,Serie,Alta,Media,Actual,Internacional,false,true
3995,Disenchantment,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3996,Bob's Burgers,Series,Serie,Alta,Media,Actual,Internacional,false,true
3997,Superstore,Series,Serie,Media,Difícil,Actual,Internacional,false,true
3998,The IT Crowd,Series,Serie,Alta,Media,Actual,Internacional,false,true
4000,Arrested Development,Series,Serie,Alta,Media,Actual,Internacional,false,true
4002,Veep,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4003,Entourage,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4004,Girls,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4005,Skins,Series,Serie,Alta,Media,Actual,Internacional,false,true
4006,Misfits,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4007,Shameless,Series,Serie,Alta,Media,Actual,Internacional,false,true
4009,True Blood,Series,Serie,Alta,Media,Actual,Internacional,false,true
4010,Teen Wolf,Series,Serie,Alta,Media,Actual,Internacional,false,true
4011,Arrow,Series,Serie,Alta,Media,Actual,Internacional,false,true
4012,The Flash,Series,Serie,Alta,Media,Actual,Internacional,false,true
4013,Supergirl,Series,Serie,Alta,Media,Actual,Internacional,false,true
4014,Gotham,Series,Serie,Alta,Media,Actual,Internacional,false,true
4015,Lucifer,Series,Serie,Alta,Media,Actual,Internacional,false,true
4016,The Sandman,Series,Serie,Alta,Media,Actual,Internacional,false,true
4017,American Gods,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4018,Preacher,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4019,Good Omens,Series,Serie,Alta,Media,Actual,Internacional,false,true
4020,His Dark Materials,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4021,Shadow and Bone,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4023,The Rings of Power,Series,Serie,Alta,Media,Actual,Internacional,false,true
4024,Arcane,Series,Serie,Alta,Media,Actual,Internacional,false,true
4026,Castlevania,Series,Serie,Alta,Media,Actual,Internacional,false,true
4027,Blue Eye Samurai,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4028,Cowboy Bebop,Series,Serie,Alta,Media,Actual,Internacional,false,true
4029,Neon Genesis Evangelion,Series,Serie,Alta,Media,Actual,Internacional,false,true
4030,Yu Yu Hakusho,Series,Serie,Media,Difícil,Actual,Internacional,false,true
4031,Inazuma Eleven,Series,Serie,Alta,Media,Actual,Internacional,false,true
4033,La profecía,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4034,Poltergeist,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4035,Destino final,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4036,Expediente Warren,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4037,Insidious,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4038,Sinister,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4039,Hereditary,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4040,Midsommar,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4041,Déjame salir,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4042,Un lugar tranquilo,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4043,La bruja,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4044,It Follows,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4045,The Ring,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4046,El proyecto de la bruja de Blair,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4047,Cisne negro,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4048,Réquiem por un sueño,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4049,American History X,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4050,Crash,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4051,Babel,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4052,Birdman,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4053,Spotlight,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4054,Argo,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4055,12 años de esclavitud,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4056,Moonlight,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4057,Parásitos,Películas,Película,Alta,Media,Clásica,Internacional,false,true
4058,Todo a la vez en todas partes,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4059,Nomadland,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4060,El lobo de Wall Street,Películas,Película,Alta,Media,Clásica,Internacional,false,true
4061,Shutter Island,Películas,Película,Alta,Media,Clásica,Internacional,false,true
4062,Tenet,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4063,Blade Runner 2049,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4064,Minority Report,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4065,A.I. Inteligencia Artificial,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4066,La guerra de los mundos,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4067,Elysium,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4068,District 9,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4069,Desafío total,Películas,Película,Alta,Media,Clásica,Internacional,false,true
4070,Stargate,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4071,Deep Impact,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4072,Pacific Rim,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4073,Hook,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4075,Big Hero 6,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4076,Ralph rompe Internet,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4077,Monsters University,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4078,Buscando a Dory,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4079,Aviones,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4080,Mascotas,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4081,Sing,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4082,Rio,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4083,Hop,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4084,El gato con botas,Películas,Película,Alta,Media,Clásica,Internacional,false,true
4085,Trolls,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4086,Happy Feet,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4087,Spirit,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4088,Polar Express,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4089,Arthur Christmas,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4090,Klaus,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4091,Super Mario Bros.: La película,Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4092,"Sonic, la película",Películas,Película,Muy alta,Fácil,Clásica,Internacional,false,true
4093,Five Nights at Freddy's,Películas,Película,Media,Difícil,Clásica,Internacional,false,true
4094,Hillary Clinton,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4095,Michelle Obama,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4096,Kamala Harris,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4097,George H. W. Bush,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4098,Jacqueline Kennedy,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4099,Eleanor Roosevelt,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4100,Tony Blair,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4101,David Cameron,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4102,Boris Johnson,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4103,Emmanuel Macron,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4104,Marine Le Pen,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4105,Angela Merkel,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4106,Olaf Scholz,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4107,Ursula von der Leyen,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4108,Volodímir Zelenski,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4109,Boris Yeltsin,Cultura,Persona/Personaje,Media,Difícil,Actual,Internacional,false,true
4110,Silvio Berlusconi,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4111,Giorgia Meloni,Cultura,Persona/Personaje,Alta,Media,Actual,Internacional,false,true
4112,Sergio Mattarella,Cultura,Persona/Personaje,Baja,Muy difícil,Actual,Internacional,false,true
4113,Pablo Iglesias,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4114,Alberto Núñez Feijóo,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4115,Isabel Díaz Ayuso,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4116,Yolanda Díaz,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4117,José Luis Rodríguez Zapatero,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4118,Manuel Fraga,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4119,Santiago Abascal,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4120,Ada Colau,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4121,Manuela Carmena,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4122,Jordi Pujol,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4123,Artur Mas,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4124,Carles Puigdemont,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4125,Oriol Junqueras,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4126,Rita Barberá,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
4127,Esperanza Aguirre,Cultura,Persona/Personaje,Alta,Media,Actual,Nacional,false,false
