id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,tipo,infantil
3329,Severo Ochoa,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3330,Fleming,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3331,Copérnico,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3332,Kepler,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3333,Motivos personales,Series,Drama,Media,Muy difícil,Histórica,Serie,No
3334,Bobobo,Personajes,Anime,Media,Difícil,Histórica,Personaje,No
3335,Aruba,Lugares,Países,Media,Difícil,Actual,Lugar,No
3336,Afghanistan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3337,Angola,Lugares,Países,Media,Difícil,Actual,Lugar,No
3338,Anguilla,Lugares,Países,Media,Difícil,Actual,Lugar,No
3339,Åland Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3340,Albania,Lugares,Países,Media,Difícil,Actual,Lugar,No
3341,Andorra,Lugares,Países,Media,Difícil,Actual,Lugar,No
3342,United Arab Emirates,Lugares,Países,Media,Difícil,Actual,Lugar,No
3343,Armenia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3344,American Samoa,Lugares,Países,Media,Difícil,Actual,Lugar,No
3345,Antarctica,Lugares,Países,Media,Difícil,Actual,Lugar,No
3346,French Southern Territories,Lugares,Países,Media,Difícil,Actual,Lugar,No
3347,Antigua and Barbuda,Lugares,Países,Media,Difícil,Actual,Lugar,No
3348,Azerbaijan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3349,Burundi,Lugares,Países,Media,Difícil,Actual,Lugar,No
3350,Belgium,Lugares,Países,Media,Difícil,Actual,Lugar,No
3351,Benin,Lugares,Países,Media,Difícil,Actual,Lugar,No
3352,"Bonaire, Sint Eustatius and Saba",Lugares,Países,Media,Difícil,Actual,Lugar,No
3353,Burkina Faso,Lugares,Países,Media,Difícil,Actual,Lugar,No
3354,Bangladesh,Lugares,Países,Media,Difícil,Actual,Lugar,No
3355,Bahrain,Lugares,Países,Media,Difícil,Actual,Lugar,No
3356,Bahamas,Lugares,Países,Media,Difícil,Actual,Lugar,No
3357,Bosnia and Herzegovina,Lugares,Países,Media,Difícil,Actual,Lugar,No
3358,Saint Barthélemy,Lugares,Países,Media,Difícil,Actual,Lugar,No
3359,Belarus,Lugares,Países,Media,Difícil,Actual,Lugar,No
3360,Belize,Lugares,Países,Media,Difícil,Actual,Lugar,No
3361,Bermuda,Lugares,Países,Media,Difícil,Actual,Lugar,No
3362,"Bolivia, Plurinational State of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3363,Brazil,Lugares,Países,Media,Difícil,Actual,Lugar,No
3364,Barbados,Lugares,Países,Media,Difícil,Actual,Lugar,No
3365,Brunei Darussalam,Lugares,Países,Media,Difícil,Actual,Lugar,No
3366,Bhutan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3367,Bouvet Island,Lugares,Países,Media,Difícil,Actual,Lugar,No
3368,Botswana,Lugares,Países,Media,Difícil,Actual,Lugar,No
3369,Central African Republic,Lugares,Países,Media,Difícil,Actual,Lugar,No
3370,Cocos (Keeling) Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3371,Switzerland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3372,Côte d'Ivoire,Lugares,Países,Media,Difícil,Actual,Lugar,No
3373,Cameroon,Lugares,Países,Media,Difícil,Actual,Lugar,No
3374,"Congo, The Democratic Republic of the",Lugares,Países,Media,Difícil,Actual,Lugar,No
3375,Congo,Lugares,Países,Media,Difícil,Actual,Lugar,No
3376,Cook Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3377,Comoros,Lugares,Países,Media,Difícil,Actual,Lugar,No
3378,Cabo Verde,Lugares,Países,Media,Difícil,Actual,Lugar,No
3379,Costa Rica,Lugares,Países,Media,Difícil,Actual,Lugar,No
3380,Curaçao,Lugares,Países,Media,Difícil,Actual,Lugar,No
3381,Christmas Island,Lugares,Países,Media,Difícil,Actual,Lugar,No
3382,Cayman Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3383,Cyprus,Lugares,Países,Media,Difícil,Actual,Lugar,No
3384,Czechia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3385,Germany,Lugares,Países,Media,Difícil,Actual,Lugar,No
3386,Djibouti,Lugares,Países,Media,Difícil,Actual,Lugar,No
3387,Dominica,Lugares,Países,Media,Difícil,Actual,Lugar,No
3388,Denmark,Lugares,Países,Media,Difícil,Actual,Lugar,No
3389,Dominican Republic,Lugares,Países,Media,Difícil,Actual,Lugar,No
3390,Algeria,Lugares,Países,Media,Difícil,Actual,Lugar,No
3391,Egypt,Lugares,Países,Media,Difícil,Actual,Lugar,No
3392,Eritrea,Lugares,Países,Media,Difícil,Actual,Lugar,No
3393,Western Sahara,Lugares,Países,Media,Difícil,Actual,Lugar,No
3394,Spain,Lugares,Países,Media,Difícil,Actual,Lugar,No
3395,Estonia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3396,Ethiopia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3397,Finland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3398,Fiji,Lugares,Países,Media,Difícil,Actual,Lugar,No
3399,Falkland Islands (Malvinas),Lugares,Países,Media,Difícil,Actual,Lugar,No
3400,France,Lugares,Países,Media,Difícil,Actual,Lugar,No
3401,Faroe Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3402,"Micronesia, Federated States of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3403,Gabon,Lugares,Países,Media,Difícil,Actual,Lugar,No
3404,United Kingdom,Lugares,Países,Media,Difícil,Actual,Lugar,No
3405,Georgia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3406,Guernsey,Lugares,Países,Media,Difícil,Actual,Lugar,No
3407,Ghana,Lugares,Países,Media,Difícil,Actual,Lugar,No
3408,Gibraltar,Lugares,Países,Media,Difícil,Actual,Lugar,No
3409,Guinea,Lugares,Países,Media,Difícil,Actual,Lugar,No
3410,Guadeloupe,Lugares,Países,Media,Difícil,Actual,Lugar,No
3411,Gambia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3412,Guinea-Bissau,Lugares,Países,Media,Difícil,Actual,Lugar,No
3413,Equatorial Guinea,Lugares,Países,Media,Difícil,Actual,Lugar,No
3414,Greece,Lugares,Países,Media,Difícil,Actual,Lugar,No
3415,Grenada,Lugares,Países,Media,Difícil,Actual,Lugar,No
3416,Greenland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3417,Guatemala,Lugares,Países,Media,Difícil,Actual,Lugar,No
3418,French Guiana,Lugares,Países,Media,Difícil,Actual,Lugar,No
3419,Guam,Lugares,Países,Media,Difícil,Actual,Lugar,No
3420,Guyana,Lugares,Países,Media,Difícil,Actual,Lugar,No
3421,Heard Island and McDonald Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3422,Honduras,Lugares,Países,Media,Difícil,Actual,Lugar,No
3423,Croatia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3424,Haiti,Lugares,Países,Media,Difícil,Actual,Lugar,No
3425,Hungary,Lugares,Países,Media,Difícil,Actual,Lugar,No
3426,Isle of Man,Lugares,Países,Media,Difícil,Actual,Lugar,No
3427,British Indian Ocean Territory,Lugares,Países,Media,Difícil,Actual,Lugar,No
3428,Ireland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3429,"Iran, Islamic Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3430,Iraq,Lugares,Países,Media,Difícil,Actual,Lugar,No
3431,Iceland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3432,Italy,Lugares,Países,Media,Difícil,Actual,Lugar,No
3433,Jamaica,Lugares,Países,Media,Difícil,Actual,Lugar,No
3434,Jersey,Lugares,Países,Media,Difícil,Actual,Lugar,No
3435,Jordan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3436,Japan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3437,Kazakhstan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3438,Kenya,Lugares,Países,Media,Difícil,Actual,Lugar,No
3439,Kyrgyzstan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3440,Cambodia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3441,Kiribati,Lugares,Países,Media,Difícil,Actual,Lugar,No
3442,Saint Kitts and Nevis,Lugares,Países,Media,Difícil,Actual,Lugar,No
3443,"Korea, Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3444,Kuwait,Lugares,Países,Media,Difícil,Actual,Lugar,No
3445,Lao People's Democratic Republic,Lugares,Países,Media,Difícil,Actual,Lugar,No
3446,Lebanon,Lugares,Países,Media,Difícil,Actual,Lugar,No
3447,Liberia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3448,Libya,Lugares,Países,Media,Difícil,Actual,Lugar,No
3449,Saint Lucia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3450,Liechtenstein,Lugares,Países,Media,Difícil,Actual,Lugar,No
3451,Sri Lanka,Lugares,Países,Media,Difícil,Actual,Lugar,No
3452,Lesotho,Lugares,Países,Media,Difícil,Actual,Lugar,No
3453,Lithuania,Lugares,Países,Media,Difícil,Actual,Lugar,No
3454,Luxembourg,Lugares,Países,Media,Difícil,Actual,Lugar,No
3455,Latvia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3456,Macao,Lugares,Países,Media,Difícil,Actual,Lugar,No
3457,Saint Martin (French part),Lugares,Países,Media,Difícil,Actual,Lugar,No
3458,Morocco,Lugares,Países,Media,Difícil,Actual,Lugar,No
3459,"Moldova, Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3460,Maldives,Lugares,Países,Media,Difícil,Actual,Lugar,No
3461,Marshall Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3462,North Macedonia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3463,Mali,Lugares,Países,Media,Difícil,Actual,Lugar,No
3464,Myanmar,Lugares,Países,Media,Difícil,Actual,Lugar,No
3465,Montenegro,Lugares,Países,Media,Difícil,Actual,Lugar,No
3466,Mongolia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3467,Northern Mariana Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3468,Mozambique,Lugares,Países,Media,Difícil,Actual,Lugar,No
3469,Mauritania,Lugares,Países,Media,Difícil,Actual,Lugar,No
3470,Montserrat,Lugares,Países,Media,Difícil,Actual,Lugar,No
3471,Martinique,Lugares,Países,Media,Difícil,Actual,Lugar,No
3472,Mauritius,Lugares,Países,Media,Difícil,Actual,Lugar,No
3473,Malawi,Lugares,Países,Media,Difícil,Actual,Lugar,No
3474,Malaysia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3475,Mayotte,Lugares,Países,Media,Difícil,Actual,Lugar,No
3476,Namibia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3477,New Caledonia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3478,Niger,Lugares,Países,Media,Difícil,Actual,Lugar,No
3479,Norfolk Island,Lugares,Países,Media,Difícil,Actual,Lugar,No
3480,Nicaragua,Lugares,Países,Media,Difícil,Actual,Lugar,No
3481,Niue,Lugares,Países,Media,Difícil,Actual,Lugar,No
3482,Netherlands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3483,Norway,Lugares,Países,Media,Difícil,Actual,Lugar,No
3484,Nepal,Lugares,Países,Media,Difícil,Actual,Lugar,No
3485,Nauru,Lugares,Países,Media,Difícil,Actual,Lugar,No
3486,New Zealand,Lugares,Países,Media,Difícil,Actual,Lugar,No
3487,Oman,Lugares,Países,Media,Difícil,Actual,Lugar,No
3488,Pakistan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3489,Panama,Lugares,Países,Media,Difícil,Actual,Lugar,No
3490,Pitcairn,Lugares,Países,Media,Difícil,Actual,Lugar,No
3491,Philippines,Lugares,Países,Media,Difícil,Actual,Lugar,No
3492,Palau,Lugares,Países,Media,Difícil,Actual,Lugar,No
3493,Papua New Guinea,Lugares,Países,Media,Difícil,Actual,Lugar,No
3494,Poland,Lugares,Países,Media,Difícil,Actual,Lugar,No
3495,Puerto Rico,Lugares,Países,Media,Difícil,Actual,Lugar,No
3496,"Korea, Democratic People's Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3497,"Palestine, State of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3498,French Polynesia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3499,Qatar,Lugares,Países,Media,Difícil,Actual,Lugar,No
3500,Réunion,Lugares,Países,Media,Difícil,Actual,Lugar,No
3501,Romania,Lugares,Países,Media,Difícil,Actual,Lugar,No
3502,Russian Federation,Lugares,Países,Media,Difícil,Actual,Lugar,No
3503,Rwanda,Lugares,Países,Media,Difícil,Actual,Lugar,No
3504,Saudi Arabia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3505,Sudan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3506,Senegal,Lugares,Países,Media,Difícil,Actual,Lugar,No
3507,Singapore,Lugares,Países,Media,Difícil,Actual,Lugar,No
3508,South Georgia and the South Sandwich Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3509,"Saint Helena, Ascension and Tristan da Cunha",Lugares,Países,Media,Difícil,Actual,Lugar,No
3510,Svalbard and Jan Mayen,Lugares,Países,Media,Difícil,Actual,Lugar,No
3511,Solomon Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3512,Sierra Leone,Lugares,Países,Media,Difícil,Actual,Lugar,No
3513,El Salvador,Lugares,Países,Media,Difícil,Actual,Lugar,No
3514,San Marino,Lugares,Países,Media,Difícil,Actual,Lugar,No
3515,Somalia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3516,Saint Pierre and Miquelon,Lugares,Países,Media,Difícil,Actual,Lugar,No
3517,Serbia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3518,South Sudan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3519,Sao Tome and Principe,Lugares,Países,Media,Difícil,Actual,Lugar,No
3520,Suriname,Lugares,Países,Media,Difícil,Actual,Lugar,No
3521,Slovakia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3522,Slovenia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3523,Sweden,Lugares,Países,Media,Difícil,Actual,Lugar,No
3524,Eswatini,Lugares,Países,Media,Difícil,Actual,Lugar,No
3525,Sint Maarten (Dutch part),Lugares,Países,Media,Difícil,Actual,Lugar,No
3526,Seychelles,Lugares,Países,Media,Difícil,Actual,Lugar,No
3527,Syrian Arab Republic,Lugares,Países,Media,Difícil,Actual,Lugar,No
3528,Turks and Caicos Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3529,Chad,Lugares,Países,Media,Difícil,Actual,Lugar,No
3530,Togo,Lugares,Países,Media,Difícil,Actual,Lugar,No
3531,Thailand,Lugares,Países,Media,Difícil,Actual,Lugar,No
3532,Tajikistan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3533,Tokelau,Lugares,Países,Media,Difícil,Actual,Lugar,No
3534,Turkmenistan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3535,Timor-Leste,Lugares,Países,Media,Difícil,Actual,Lugar,No
3536,Tonga,Lugares,Países,Media,Difícil,Actual,Lugar,No
3537,Trinidad and Tobago,Lugares,Países,Media,Difícil,Actual,Lugar,No
3538,Tunisia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3539,Türkiye,Lugares,Países,Media,Difícil,Actual,Lugar,No
3540,Tuvalu,Lugares,Países,Media,Difícil,Actual,Lugar,No
3541,"Taiwan, Province of China",Lugares,Países,Media,Difícil,Actual,Lugar,No
3542,"Tanzania, United Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3543,Uganda,Lugares,Países,Media,Difícil,Actual,Lugar,No
3544,Ukraine,Lugares,Países,Media,Difícil,Actual,Lugar,No
3545,United States Minor Outlying Islands,Lugares,Países,Media,Difícil,Actual,Lugar,No
3546,United States,Lugares,Países,Media,Difícil,Actual,Lugar,No
3547,Uzbekistan,Lugares,Países,Media,Difícil,Actual,Lugar,No
3548,Holy See (Vatican City State),Lugares,Países,Media,Difícil,Actual,Lugar,No
3549,Saint Vincent and the Grenadines,Lugares,Países,Media,Difícil,Actual,Lugar,No
3550,"Venezuela, Bolivarian Republic of",Lugares,Países,Media,Difícil,Actual,Lugar,No
3551,"Virgin Islands, British",Lugares,Países,Media,Difícil,Actual,Lugar,No
3552,"Virgin Islands, U.S.",Lugares,Países,Media,Difícil,Actual,Lugar,No
3553,Vanuatu,Lugares,Países,Media,Difícil,Actual,Lugar,No
3554,Wallis and Futuna,Lugares,Países,Media,Difícil,Actual,Lugar,No
3555,Samoa,Lugares,Países,Media,Difícil,Actual,Lugar,No
3556,Yemen,Lugares,Países,Media,Difícil,Actual,Lugar,No
3557,South Africa,Lugares,Países,Media,Difícil,Actual,Lugar,No
3558,Zambia,Lugares,Países,Media,Difícil,Actual,Lugar,No
3559,Zimbabwe,Lugares,Países,Media,Difícil,Actual,Lugar,No
3560,Maradona,Deportes,Deportista,Muy alta,Fácil,Actual,Persona,Sí
3561,Jenni Hermoso,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3562,Naomi Osaka,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3563,Juan Carlos Navarro,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3564,Tom Brady,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3565,Patrick Mahomes,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3566,Wayne Gretzky,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3567,Jon Jones,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3568,Johan Neeskens,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3569,Bobby Charlton,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3570,Busquets,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3571,Thiago Alcántara,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3572,Ferran Torres,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3573,Mikel Oyarzabal,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3574,Unai Simón,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3575,Marc-André ter Stegen,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3576,Giorgio Chiellini,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3577,Gianfranco Zola,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3578,Roberto Baggio,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3579,Clarence Seedorf,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3580,Ruud Gullit,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3581,Dennis Bergkamp,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3582,Patrick Vieira,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3583,Samuel Eto'o,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3584,Yaya Touré,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3585,Sergio Agüero,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3586,Javier Zanetti,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3587,Diego Forlán,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3588,Edinson Cavani,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3589,James Rodríguez,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3590,Radamel Falcao,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3591,Keylor Navas,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3592,Rafael Márquez,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3593,Chicharito Hernández,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3594,Guillermo Ochoa,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3595,Marta Vieira,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3596,Alex Morgan,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3597,Megan Rapinoe,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3598,Allyson Felix,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3599,Katie Ledecky,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3600,Eliud Kipchoge,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3601,Paula Radcliffe,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3602,Marit Bjørgen,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3603,Jonas Vingegaard,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3604,Mark Cavendish,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3605,Peter Sagan,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3606,Fabio Wibmer,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3607,Tony Parker,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3608,Manu Ginóbili,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3609,Kyrie Irving,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3610,Russell Westbrook,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3611,Vince Carter,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3612,Dwyane Wade,Deportes,Deportista,Alta,Media,Actual,Persona,Sí
3613,Celine Dion,Música,Música,Media,Difícil,Clásica,Persona,No
3614,Anuel AA,Música,Música,Media,Difícil,Clásica,Persona,No
3615,Pablo López,Música,Música,Media,Difícil,Clásica,Persona,No
3616,Massiel,Música,Música,Media,Difícil,Clásica,Persona,No
3617,Yandel,Música,Música,Media,Difícil,Clásica,Persona,No
3618,Celia Cruz,Música,Música,Media,Difícil,Clásica,Persona,No
3619,Rubén Blades,Música,Música,Media,Difícil,Clásica,Persona,No
3620,Molotov,Música,Música,Media,Difícil,Clásica,Persona,No
3621,Izal,Música,Música,Media,Difícil,Clásica,Persona,No
3622,Love of Lesbian,Música,Música,Media,Difícil,Clásica,Persona,No
3623,Viva Suecia,Música,Música,Media,Difícil,Clásica,Persona,No
3624,Pignoise,Música,Música,Media,Difícil,Clásica,Persona,No
3625,La Casa Azul,Música,Música,Media,Difícil,Clásica,Persona,No
3626,Camela,Música,Música,Media,Difícil,Clásica,Persona,No
3627,Los Ronaldos,Música,Música,Media,Difícil,Clásica,Persona,No
3628,Heroes del Silencio,Música,Música,Media,Difícil,Clásica,Persona,No
3629,A-ha,Música,Música,Media,Difícil,Clásica,Persona,No
3630,Wham!,Música,Música,Media,Difícil,Clásica,Persona,No
3631,Destiny's Child,Música,Música,Media,Difícil,Clásica,Persona,No
3632,Twenty One Pilots,Música,Música,Media,Difícil,Clásica,Persona,No
3633,Billie Joe Armstrong,Música,Música,Media,Difícil,Clásica,Persona,No
3634,Ozzy Osbourne,Música,Música,Media,Difícil,Clásica,Persona,No
3635,Mick Jagger,Música,Música,Media,Difícil,Clásica,Persona,No
3636,Keith Richards,Música,Música,Media,Difícil,Clásica,Persona,No
3637,Bonnie Tyler,Música,Música,Media,Difícil,Clásica,Persona,No
3638,Chappell Roan,Música,Música,Media,Difícil,Clásica,Persona,No
3639,Sabrina Carpenter,Música,Música,Media,Difícil,Clásica,Persona,No
3640,Doja Cat,Música,Música,Media,Difícil,Clásica,Persona,No
3641,Nicki Minaj,Música,Música,Media,Difícil,Clásica,Persona,No
3642,Cardi B,Música,Música,Media,Difícil,Clásica,Persona,No
3643,Travis Scott,Música,Música,Media,Difícil,Clásica,Persona,No
3644,Post Malone,Música,Música,Media,Difícil,Clásica,Persona,No
3645,Akon,Música,Música,Media,Difícil,Clásica,Persona,No
3646,Misión imposible,Cine y TV,Saga,Media,Difícil,Actual,Saga,No
3647,Aladdín,Cine y TV,Película,Media,Difícil,Clásica,Película,No
